stt,tp,c1,c2a1,c2a2,c2a3,c2a4,c2a5,c2a6,c2a7,c2a8,c2a9,c2b1,c2b2,c2b3,c2c1,c2c2,c2c3,c2c4,c2c5,c2c6,c2d1,c2d2,c2d3,c2d4,c2d5,c2d6,c3,c4.1,c4.2,c5.1,c5.2,c6.1,c6.2,c7,c8,c10,c11.1,c11.2,c12,c13,c14,c15,c16.1,c16.2,c16.3,c16.4,c16.5,c16.6,c16.7,c16.8,c16.9,c16.10,c16.11,c17.1,c17.2,c17.3,c17.4,c17.5,c18,c19.1,c19.2,c19.3,c20.1,c20.2,c20.3,c21,c22.1,c22.2,c22.3,c23a,c23b,c24a,c24b,c25,c26.1,c26.2,c26.3,c27,c28,c29a1,c29a2,c29a3,c29a4,c29a5,c29a6,c29a7,c29b1,c29b2,c29b3,c29b4,c29b5,c29b6,c29c,c30a1,c30a2,c30a3,c30a4,c30a5,c30b1,c30b2,c30b3,c30b4,c30c1,c30c2,c30c3,c30c4,c30c5,c30d1,c30d2,c31.1,c31.2,c32.a1,c32.a2,c32.a3,c32.b1,c32.b2,c32.b3,c33.1,c33.2,c33.3,c34.1,c34.2,c34.3,c35.1,c35.2,c35.3,c36.1,c36.2,c36.3,c36.4,c36.5,c36.6,c36.7,c36.8,c36.9,c36.10,c36.11,c36.12,c37.1,c37.2,c37.3,c37.4,c37.5,tuoi,sonk,gtinh,tncn,tngd,hocvan,nghe,W.TP,hocvan4n
169,1,3,8,16,17, , , , , , ,8,16,17,8,16, , , , ,2,2, , , , ,2,1, ,3, ,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,5,6,6,7,6,7,4,4,7,3,4,1,3,13, , ,42,4,2,2,3,3,14,0.67,2
170,1,3,1,4,12,13, , , , , ,1,4,12,1,4,12,13, , ,2,2,2,2, , ,3,1, ,3, ,1,1,1, ,2, , ,5,3,1,1,2,8,11, , , , , , , , ,2,8,11, , ,11,1,2,3,3, , ,1,1,3, ,3,3,4,3,2,2,5, ,1,4,4,2,4,3,4,3,3,5,4,5,3,4,3,3,19, , , , ,21, , , ,8, , , , ,21, , , , , , , , , , , , , , , , , , ,6,5,6,7,7,3,7,7,3,4,2,5,1,3,12,14,15,45,4,2,3,2,5,5,0.67,4
171,1,3,5,7,12,16,17, , , , ,5,16,17,5,7,12,16,17, ,2,2,2,2,2, ,3,1, ,4, ,2,1,2,2,2, , ,2,5,3,1,4,6,8,10,18,19,20, , , , ,4,8,10, , ,19,2,3,1,2,3, ,1,1,3, ,3,2,4,3,2,1,2, ,4,4,4,5,3,8,3,8,8,3,3,4,5,8,8,3,4,6,8,10,20,19, , , ,4,6, , , ,21, , , , , , , , , , , , , , , , , , ,7,6,7,4,5,5,6,6,5,5,3,6,1,3,4,10,15,25,4,1,3,3,5,3,0.67,4
172,1,3,7,16,17, , , , , , ,7,16,17,7,16,17,19, , ,2,2,2,2, , ,2,1, ,3,4,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,6,6,4,5,4,7,6,5,4,3,6,1,3,4,10,14,24,4,1,1,2,4,10,0.67,3
173,1,3,1,3,4,5,16,17, , , ,1,3,4,1,3,4,16,17, ,1,1,2,2,2, ,2,1,2,2,3,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,7,7,7,7,7,4,4,7,5,6,1,3,7,15,18,52,3,1,2,2,3,1,0.67,2
174,1,3,1,3,5,6,7,16,17, , ,1,5,6,1,5,7,16, , ,1,2,2,2, , ,2,1, ,3, ,3,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,5,5,7,4,7,6,3,5,4,6,1,3,13,19, ,50,4,2,2,1,3,6,0.67,2
175,1,3,2,8,11,12,13,14, , , ,13,16, ,2,8,11,12,13,16,2,2,2,2,2,2,3,1, ,3, ,1,2,1, ,2, , ,2,4,2,2,3,6,8,19, , , , , , , ,21, , , , ,21,3,1,2,1,2,4,1,3, , ,2,2, , ,2,1,4, ,3,4,4,3,5,8,8,8,8,3,4,3,4,8,8,3,6,8,20, , ,19, , , ,20, , , , ,21, , , ,3, , ,3, , ,8, , , , , , , , ,6,7,7,5,6,4,6,7,5,4,3,5,1,3,9,19, ,24,5,2,1,3,4,10,0.67,3
176,1,3,1,7,16,17,19, , , , ,16,17,19,7,16,19, , , ,2,2,1, , , ,3,1, ,4, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,7,5,7,6,7,5,4,7,3,4,1,3,4,7,10,20,5,1,1,1,4,10,0.67,3
177,1,4, ,1,7,10,16,17,18,19, ,1,17,18,1,7,10,16,17,18,1,2,2,2,2,2,4,1,3,3, ,4,4,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,5,4,5,7,4,6,5,5,6,4,5,1,3,4,16, ,54,7,1,5,5,3,11,0.67,2
178,1,3,1,5,13,16,17,18, , , ,1,5,17,1,5,13,16,17,18,1,2,2,2,2,2,4,1, ,3, ,1,1,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,5,5,6,7,4,7,5,6,7,7,4,1,3,4,13,19,30,4,2,2,2,3,14,0.67,2
179,1,3,5,8,12,13,14,16,17, , ,8,13, ,5,8,12,13,14,16,3,3,3,3,3,3,5,1,3,3, ,2,2,1, ,2, , ,2,3,2,2,4,8,9,13,15, , , , , , ,8,9, , , ,9,2,3,1,3, , ,2,4, , ,2,2, , ,2,1,2, ,1,4,3,3,3,5,8,8,8,3,3,3,3,3,3,3,8,9, , , ,21, , , ,21, , , , ,21, , , ,1, , ,1, , ,3, , , , , , , , ,6,6,5,7,7,4,7,6,6,7,7,3,1,3,13,16,22,25,5,2,2,1,3,3,0.67,2
180,1,4,1,6,7,8,9,13,14,16,17,8,13, ,1,6,7,8,13,16,1,2,2,2,2,2,2,1, ,3, ,2,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,5,7,7,4,7,6,6,7,5,2,1,3,13,16,19,24,2,2,2,1,4,5,0.67,3
181,1,3,1,12,13,16,17, , , , ,12,16,17,1,12,13,16,17, ,1,3,2,3,3, ,2,1,2,3, ,2,4,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,6,7,7,4,7,4,5,7,7,4,1,3,13,16,19,59,2,2,2,2,3,3,0.67,2
182,1,3,1,7,11,12,16,17,18,19, ,1,16,17,1,12,16,17,18,19,1,3,3,3,3,3,4,1, ,3, ,2,2,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,6,7,7,3,7,4,4,7,7,3,1,3,13,14,18,42,4,1,2,2,3,3,0.67,2
183,1,3,1,5,16, , , , , , ,1,5,16,1,5,16, , , ,3,3,3, , , ,2,1,2,3, ,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,6,6,7,5,4,6,6,6,7,7,4,1,3,6,7,19,29,2,2,2,1,5,8,0.67,4
184,1,3,5,13,16,17, , , , , ,13,16,17,5,13,16,17, , ,3,3,2,2, , ,4,1, ,3, ,2,1,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,4,7,6,6,5,7,7,5,5,4,4,1,3,4,13,19,30,4,2,2,2,3,6,0.67,2
185,1,3, ,1,15,16,17,19, , , ,15,16,19,15,16,19, , , ,3,3,3, , , ,3,1,2,3,4,2,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,4,6,7,7,5,7,6,7,6,7,3,1,3,13,14,18,21,3,1,2,2,3,8,0.67,2
186,1,3, ,1,8,13,16,17,18, , ,8,16,17,8,16,17, , , ,1,1,1, , , ,2,1,2,3, ,2,2,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,7,7,6,7,4,7,6,4,6,7,5,1,3,7,13,19,30,3,2,2,2,5,2,0.67,4
187,1,3, ,1,3,5,8,10,13,16,17,5,19, ,1,5,16,17,19, ,2,2,2,2,2, ,6,1,2,3,4,1,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,7,7,5,7,4,7,7,5,6,7,3,1,3,6,13,19,48,6,2,2,2,4,2,0.67,3
188,1,3, ,1,8,16,17,19, , , ,8,16,19,8,16, , , , ,3,3, , , , ,2,2, ,3, ,3,4,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6,6,7,7,3,7,5,4,7,6,3,1,13,14,19,22,48,4,2,2,1,5,13,0.67,4
189,1,3,1,5,13,15,16,17, , , ,13,15,17,13,15,17, , , ,2,2,2, , , ,3,1,3,3,4,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,7,5,7,5,7,6,7,7,7,5,1,3,13,14,19,20,4,2,2,3,4,10,0.67,3
190,1,3,1,15,17,18,19, , , , ,15,17,19,15,17,19, , , ,3,3,3, , , ,3,1,3,3, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6,4,7,5,7,4,5,6,5,5,3,1,3,17,21, ,42,4,1,3,2,3,6,0.67,2
191,1,3,12,16,17,19, , , , , ,12,16,17,12,16,17,19, , ,3,3,3,3, , ,3,1, ,3, ,2,2,1, ,2, , ,3,4,2,2,3,6,9,10,20, , , , , , ,9,10,20, , ,21,2,3,1,2, , ,2,1, , ,3,3, , ,3,1, , ,6,3,3,3,3,4,3,4,3,5,3,8,4,3,4,4,10, , , , ,21, , , ,21, , , , ,21, , , , , , , , , , , , ,1, , ,4, , ,5,7,4,7,6,4,7,4,3,5,6,3,1,3,4,14,16,41,4,1,1,1,3,12,0.67,2
192,1,3,4,8,9,13,17, , , , ,13,17, ,13,17, , , , ,2,2, , , , ,4,1,3,3, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,4,6,7,4,5,4,3,6,7,3,1,3,13, , ,27,5,1,3,2,4,6,0.67,3
193,1,3,16,17,19, , , , , , ,16,17,19,17, , , , , ,1, , , , , ,2,3, ,3, ,2,2,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,6,7,5,6,7,5,3,4,2,2,1,3,9,13,20,32,3,1,2,3,4,7,0.67,3
194,1,3,8,12,17,19, , , , , ,8,17,19,17,19, , , , ,3,3, , , , ,2,3, ,3, ,2,1,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4,4,7,6,7,6,5,1,6,3,2,1,6,13,15,20,27,3,2,3,3,4,6,0.67,3
195,1,3, ,1,2,7,16,17,19, , ,16,17,19,1,2,16,17,19, ,3,3,3,3,3, ,4,1, ,3, ,2,2,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6,5,6,7,4,6,4,5,4,4,3,1,3,10,14,17,19,5,1,1,2,4,10,0.67,3
196,1,3,8,10,11,12,13,16,17, , ,13,17, ,12,13,17, , , ,3,3,3, , , ,3,1, ,3, ,1,1,1, ,2, , ,3,3,1,1,5,6,9,17,20, , , , , , ,6,20, , , ,21,3,1,2,1,2, ,2,1, , ,3,1, , ,3,1, , ,2,3,3,4,8,8,8,8,8,5,3,4,8,8,3,3,5,20, , , ,21, , , ,21, , , , ,21, , , ,1, , ,1, , ,3, , ,1, , ,4, , ,5,7,6,7,6,5,6,5,6,7,7,3,1,3,7,17, ,25,4,2,2,2,5,3,0.67,4
197,1,3,8,9,12,13,17, , , , ,12,13,17,8,9,12,13,17, ,2,2,2,2,2, ,4,1, ,3, ,1,1,1, ,2, , ,3,3,1,1,4,5,11,17,20, , , , , , ,5,20, , , ,21,3,1,2,3, , ,3,1, , ,3,1, , ,3,1, , ,6,3,3,4,8,8,3,3,4,5,3,4,3,3,3,4,21, , , , ,21, , , ,21, , , , ,21, , , , , , , , , , , , ,1, , ,4, , ,5,7,4,6,5,4,7,5,6,4,4,3,1,3,4,7,22,19,4,2,1,2,3,10,0.67,2
198,1,3,1,3,4,8,13,17, , , ,13,17, ,1,3,4,8,13,17,1,3,3,3,1,3,3,1, ,3, ,4,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,5,3,6,6,5,7,7,7,6,6,5,1,3,4,13,19,23,3,2,2,1,3,9,0.67,2
199,1,3,1,7,16,17, , , , , ,13,16,17,13,16,17, , , ,3,3,3, , , ,4,1, ,3, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,6,4,5,7,5,7,4,5,6,7,4,1,3,7,13,22,32,4,2,3,2,3,8,0.67,2
200,1,4,1,8,10,12,16,17,19, , ,12,16,17,1,8,10,12,16,17,2,2,2,2,1,2,3,1,2,1,3,2,2,1, ,2, , ,3,3,3,2,2,4,5,8,10,11,15,17,19, , ,4,8,17,19, ,19,2,1,3,2,3, ,1,1,5, ,3,2, , ,2,1,2,4,2,3,4,5,8,3,4,5,3,3,3,4,4,3,4,4,4,17,19, , ,21, , , ,21, , , , ,21, , , ,1, , ,1, , ,4, , ,1, , ,3, , ,5,6,6,6,5,5,7,6,7,7,6,4,1,3,5,15,17,31,5,1,2,2,5,3,0.67,4
201,1,3,2,4,7,12,16,17, , , ,7,17, ,17, , , , , ,3, , , , , ,4,1,2,3, ,2,2,1, ,2, , ,4,2,3,2,2,4,5,8,9,10, , , , , ,2,4,10, , ,21,3,1,2,1,3, ,1,1, , ,4,1, , ,2,1, , ,2,3,3,4,3,8,3,4,8,4,3,5,3,3,3,4,10, , , , ,21, , , ,21, , , , ,21, , , , , , , , , , , , ,1, , ,3, , ,5,6,5,7,7,5,7,6,4,6,5,3,1,3,7,13,14,24,5,1,2,1,5,3,0.67,4
202,1,3,3,12,16,17, , , , , ,12,16,17,12,16,17, , , ,2,2,2, , , ,3,3, ,1, ,4,2,1, ,2, , ,2,3,3,2,9,11,13,17,19, , , , , , ,5,6,8,15,19,21,1,3,2,2, , ,1,1,3, ,3,2,3,2,3,2, , ,1,3,3,3,4,3,4,8,8,5,4,3,3,8,8,4,21, , , , ,21, , , ,21, , , , ,21, , , , , , , , , , , , ,1, , ,4, , ,4,6,5,7,7,6,6,5,4,4,5,3,1,3,7,13,16,34,5,2,3,3,5,6,0.67,4
203,1,3,5,12,16,17, , , , , ,17, , ,12,16,17, , , ,2,2,2, , , ,2,1, ,3, ,2,2,1, ,2, , , ,3,1,2,1,2,3,4,5,6,7,8,9,10,11,5,11,13,19, ,19,1,3,2,1,2, ,2,3,5, , , , , ,4, , , ,7,3,5,5,3,4,5,8,8,5,8,3,4,8,5,5,4,8, , , ,2,12, , ,9,21, , , ,21, , , , , , , , , , , , , , , , , , ,5,7,6,7,7,7,7,6,7,7,7,7,1,3,13,17,23,21,4,1,2,4,4,10,0.67,3
204,1,3,3,12,19, , , , , , ,3,19, ,3,12,19, , , ,1,3,3, , , ,3,1, ,3, ,3,3,1, ,2, , , ,4,3,3,3,7,8,13,15, , , , , , ,2, , , , ,3,1,2,3,2, , ,2,3, , ,1,1,2,2,1,4, , ,3,2,4,3,3,4,3,3,5,3,5,5,3,8,3,3,8, , , , ,6, , , ,15, , , , ,10, , , ,1, , ,1, , ,4, , ,1, , ,3, , ,7,7,7,7,7,7,7,7,7,7,6,7,1,3,7,14,17,23,4,1,1,2,4,10,0.67,3
205,1,3,16,17,18,19, , , , , ,16,17, ,16,17,18,19, , ,2,2,2,2, , ,2,1,3,3, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,5,6,7,4,7,5,7,6,6,4,1,2,3,4,13,39,5,1,4,3,3,7,0.67,2
206,1,3,5,8,16,17,18, , , , ,17,18, ,17,18, , , , ,3,3, , , , ,3,1, ,4, ,3,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6,5,7,7,1,7,6,7,7,7,4,3,7,18,19,20,46,4,2,3,2,3,6,0.67,2
207,1,3,5,6,8,12,13,16,17,18, ,6,13,17,16,17,18, , , ,3,3,3, , , ,5,1, ,3, ,2,2,1, ,2, , , ,4,1,2,1,5,6,7,8,9,10,11,13,18,20,6,7,9,18,20,21,2,3,1,1,2,3,2,1,2,3,1,1, , ,2,2, , ,7,3,8,4,5,3,4,3,3,3,4,8,3,4,3,3,7,11,18,20, ,10,12, , ,6,9,11, , ,21, , , , , , , , , , , , , , , , , , ,5,6,7,7,7,2,7,5,6,6,5,4,1,2,3,13,15,21,7,2,2,2,4,2,0.67,3
208,1,3,1,5,10,11,12,16,17,18,19,10,17,19,10,13,17,19, , ,2,4,2,2, , ,2,1, ,1,3,2,2,1, ,2, , , ,5,1,2,1,2,3,5,7,10,11,13,15,16,18,1,2,3,20, ,21,2,3,1,1,2,3,2,3,4,5,1,1, , ,2,2,7, ,7,2,4,5,5,3,4,3,3,3,3,3,3,4,3,3,21, , , , ,21, , , ,21, , , , ,21, , , , , , , , , , , , , , , , , , ,5,7,6,7,7,3,7,4,6,7,6,4,1,3,14,21, ,52,6,1,3,3,4,5,0.67,3
209,1,3,12,13,14,16,17,18,19, , ,16,17,18,13,14,16,17,18,19,3,3,3,3,3,3,4,1, ,3, ,2,2,1, ,2, , ,1,5,1,2,1,2,3,5,6,7,9,10,11,14,15,5,6,7,11,18,21,2,3,1,1,2,3,2,1, , ,1,1, , ,1,1, , ,1,2,3,4,5,3,8,5,8,5,8,4,4,8,4,4,5,11,18, , ,1,14,19, ,21, , , , ,21, , , , , , , , , , , , ,1, , ,3, , ,5,7,6,7,7,4,7,5,7,7,5,3,1,3,13,19, ,42,5,2,3,2,2,7,0.67,1
210,1,3,16,17,19, , , , , , ,17,19, ,17,19, , , , ,3,1, , , , ,3,1, ,3, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,7,6,7,7,3,7,6,6,7,6,4,1,3,7,19,22,51,4,2,3,2,4,12,0.67,3
211,1,3,1,5,8,16,17,18,19, , ,5,8,16,1,3,5,8,16,17,3,3,3,3,3,3,5,1,3,3, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,4,7,7,3,7,4,7,7,4,3,1,3,4,7,13,47,6,2,3,2,3,7,0.67,2
212,1,3,3,12,15,16,17, , , , ,3,16,17,3,12,15,16,17, ,3,3,3,3,3, ,4,1, ,3, ,2,2,1, ,2, , , ,4,1,2,3,4,5,6,7,9,10,11,13,14,18,4,11,18, , ,21,2,3,1,1,2,3,3,3,5, ,1,1, , ,2,3, , ,1,2,3,4,4,3,4,4,4,4,4,4,4,4,4,4,21, , , , ,21, , , ,21, , , , ,21, , , , , , , , , , , , ,1, , ,3, , ,5,7,5,7,7,2,7,7,6,7,6,4,3,7,13,14,17,24,4,1,1,2,4,10,0.67,3
213,1,3,10,16,17,19, , , , , ,10,16,19,8,13,16,19, , ,2,2,2,1, , ,4,1, ,3,4,4,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,7,6,7,3,6,6,6,4,6,5,1,2,3,4,10,21,4,1,1,2,4,10,0.67,3
214,1,3,13,14,16,17,18, , , , ,13,18, ,13,14,16,17,18, ,3,3,3,3,3, ,4,1, ,3, ,3,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,7,7,6,7,6,6,5,6,6,5,1,3,4,13,17,20,4,2,1,2,4,10,0.67,3
215,1,3,8,13,14,16,17,18,19, , ,13,17, ,8,13,14,16,17,19,3,3,3,3,3,3,2,1,3,3, ,4,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,6,7,7,2,7,6,7,7,6,6,1,3,13,19,22,23,4,2,2,3,5,5,0.67,4
216,1,3,8,13,16,17,18, , , , ,8,13,16,8,13,16,17,18, ,3,3,3,3,3, ,2,1, ,3, ,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,5,6,6,7,4,7,6,6,6,5,5,1,3,4,13,15,29,5,2,3,2,3,7,0.67,2
217,1,3,5,8,13,15,17, , , , ,13,17, ,5,8,13,15,17,18,3,3,3,3,3,3,4,1,3,3, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6,5,7,7,4,7,6,7,7,7,4,1,3,7,13,15,29,4,2,5,5,3,6,0.67,2
218,1,3,3,8,13,16,17,19, , , ,16,17,19,3,8,13,14,16,17,2,2,2,2,2,2,3,1, ,3, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,7,7,6,7,3,7,6,6,7,6,4,1,3,4,7,13,38,5,1,2,1,4,8,0.67,3
219,1,3,1,10,11,12,16,17,18,19, ,11,12,17,1,10,11,12,16,17,2,2,2,2,2,2,2,1, ,3, ,2,2,1, ,2, , , ,4,2,2,1,3,5,6,7,9,10,11,12,19,20,7,9,20, , ,19,2,3,1,1,2, ,2,3,5, ,1,1, , ,2,2,4, ,7,2,4,3,4,3,3,4,3,4,3,4,4,4,4,4,5,7,8,9,13,19, , , ,21, , , , ,21, , , , , , , , , , , , , , , , , , ,5,7,5,7,7,4,7,7,5,6,6,3,1,3,4,14, ,59,6,1,2,2,4,7,0.67,3
220,1,3,1,3,8,13,14,15,16,17,18,3,8,16,1,3,8,13,14,15,3,3,3,3,3,3,4,1, ,3, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,5,6,7,3,7,6,6,7,5,4,1,3,4,7,13,57,4,2,2,1,3,11,0.67,2
221,1,3,1,3,5,10,11,12,15,16,17,1,3,10,1,3,10,11,12,16,3,3,3,3,3,3,3,1,2,3, ,2,2,1, ,2, , ,2,4,2,2,4,5,7,8,9,13,15,19,20, , ,4,7,9,13,15,21,1,3,2,1,2,3,2,1,3,5,3,2,2,1,2,1,2, ,4,2,3,4,4,8,3,4,3,3,4,4,3,8,4,4,4,5,7,8,9,1,2,10,14,21, , , , ,21, , , , , , , , , , , , ,1, , ,4, , ,5,7,6,7,7,3,7,6,6,6,5,4,1,2,3, , ,41,4,1,3,3,5,5,0.67,4
222,1,3,1,3,8,13,17,18, , , ,1,3,18,1,3,8,13,17,18,2,2,2,2,2,2,2,2, ,3, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,7,5,6,7,3,7,5,5,6,6,6,1,3,7,13,22,49,2,2,3,1,5,8,0.67,4
